UID,title,authors,abstract,keywords,track,paper_type,pdf_url
srw.82,A Simple and Effective Dependency Parser for Telugu,Sneha Nallani|Manish Shrivastava|Dipti Sharma,"We present a simple and effective dependency parser for Telugu, a morphologically rich, free word order language. We propose to replace the rich linguistic feature templates used in the past approaches with a minimal feature function using contextual vector representations. We train a BERT model on the Telugu Wikipedia data and use vector representations from this model to train the parser. Each sentence token is associated with a vector representing the token in the context of that sentence and the feature vectors are constructed by concatenating two token representations from the stack and one from the buffer. We put the feature representations through a feedforward network and train with a greedy transition based approach. The resulting parser has a very simple architecture with minimal feature engineering and achieves state-of-the-art results for Telugu.",Telugu|Dependency Parser|contextual representations|BERT model,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.19.pdf
srw.69,Why is penguin more similar to polar bear than to sea gull? Analyzing conceptual knowledge in distributional models,Pia Sommerauer,"What do powerful models of word mean- ing created from distributional data (e.g. Word2vec (Mikolov et al., 2013) BERT (Devlin et al., 2019) and ELMO (Peters et al., 2018)) represent? What causes words to be similar in the semantic space? What type of information is lacking? This thesis proposal presents a framework for investigating the information encoded in distributional semantic models. Several analysis methods have been suggested, but they have been shown to be limited and are not well understood. This approach pairs observations made on actual corpora with insights obtained from data manipulation experiments. The expected outcome is a better understanding of (1) the semantic information we can infer purely based on linguistic co-occurrence patterns and (2) the potential of distributional semantic models to pick up linguistic evidence.",word ing|distributional models|BERT|ELMO,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.18.pdf
srw.55,Considering Likelihood in NLP Classiﬁcation Explanations with Occlusion and Language Modeling,David Harbecke|Christoph Alt,"Recently, state-of-the-art NLP models gained an increasing syntactic and semantic understanding of language, and explanation methods are crucial to understand their decisions. Occlusion is a well established method that provides explanations on discrete language data, e.g. by removing a language unit from an input and measuring the impact on a model's decision. We argue that current occlusion-based methods often produce invalid or syntactically incorrect language data, neglecting the improved abilities of recent NLP models. Furthermore, gradient-based explanation methods disregard the discrete distribution of data in NLP. Thus, we propose OLM: a novel explanation method that combines occlusion and language models to sample valid and syntactically correct replacements with high likelihood, given the context of the original input. We lay out a theoretical foundation that alleviates these weaknesses of other explanation methods in NLP and provide results that underline the importance of considering data likelihood in occlusion-based explanation.",NLP|NLP Explanations|Language Modeling|NLP models,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.16.pdf
srw.54,Multi-Task Neural Model for Agglutinative Language Translation,Yirong Pan|Xiao Li|Yating Yang|Rui Dong,"Neural machine translation (NMT) has achieved impressive performance recently by using large-scale parallel corpora. However, it struggles in the low-resource and morphologically-rich scenarios of agglutinative language translation task. Inspired by the finding that monolingual data can greatly improve the NMT performance, we propose a multi-task neural model that jointly learns to perform bi-directional translation and agglutinative language stemming. Our approach employs the shared encoder and decoder to train a single model without changing the standard NMT architecture but instead adding a token before each source-side sentence to specify the desired target outputs of the two different tasks. Experimental results on Turkish-English and Uyghur-Chinese show that our proposed approach can significantly improve the translation performance on agglutinative languages by using a small amount of monolingual data.",Agglutinative Translation|agglutinative task|bi-directional translation|agglutinative stemming,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.15.pdf
srw.116,Noise-Based Augmentation Techniques for Emotion Datasets: What do we Recommend?,Mimansa Jaiswal|Emily Mower Provost,"Emotion recognition systems are widely used for many downstream applications such as mental health monitoring, educational problems diagnosis, hate speech classification and targeted advertising. Yet, these systems are generally trained on audio or multimodal datasets collected in a laboratory environment.While acoustically different, they are generally free of major environmental noises. The result is that systems trained on these datasets falter when presented with noisy data, even when that noise doesn’t affect the human perception of emotions. In this work, we use multiple categories of environmental and synthetic noises to generate black box adversarial examples and use these noises to modify the samples in the IEMOCAP dataset. We evaluate how both human and machine emotion perception changes when noise is introduced. We find that the trained state-of-the-art models fail to classify even moderately noisy samples that humans usually have no trouble comprehend-ing, demonstrating the brittleness of these systems in real world conditions.",mental monitoring|educational diagnosis|hate classification|targeted advertising,SRW,SRW,
srw.106,Effectively Aligning and Filtering Parallel Corpora under Sparse Data Conditions,Steinþór Steingrímsson|Hrafn Loftsson|Andy Way,"Parallel corpora are key to developing good machine translation systems. However, abundant parallel data are hard to come by, especially for languages with a low number of speakers. When rich morphology exacerbates the data sparsity problem, it is imperative to have accurate alignment and filtering methods that can help make the most of what is available by maximising the number of correctly translated segments in a corpus and minimising noise by removing incorrect translations and segments containing extraneous data.This paper sets out a research plan for improving alignment and filtering methods for parallel texts in low-resource settings. We propose an effective unsupervised alignment method to tackle the alignment problem. Moreover, we propose a strategy to supplement state-of-the-art models with automatically extracted information using basic NLP tools to effectively handle rich morphology.",Aligning Corpora|machine systems|data problem|alignment problem,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.25.pdf
srw.79,Transferring Monolingual Model to Low-Resource Language: The Case of Tigrinya,Abrhalei Frezghi Tela|Abraham Woubie Zewoudie|Ville Hautamäki,"In recent years, transformer models have achieved great success in natural language processing tasks. Most of the current state-of-the-art NLP results are achieved by using monolingual transformer models, where the model is pre-trained using a single language unlabelled text corpus. Then, the model is fine-tuned to the specific downstream task. However, the cost of pre-training a new transformer model is high for most languages. In this work, we propose a novel transfer learning method to adopt a strong source language model, trained from a large monolingual corpus to a low-resource language. Thus, using XLNet language model, we demonstrate competitive performance with mBERT and a pre-trained target language model on the Cross-lingual Sentiment (CLS) dataset and on a new sentiment analysis dataset for low-resourced language Tigrinya. With only 10k examples of the given Tigrinya sentiment analysis dataset, English XLNet has achieved 78.88% F1-Score outperforming BERT and mBERT by 10% and 7%, respectively. More interestingly, fine-tuning (English) XLNet model on the CLS dataset has promising results compared to mBERT and even outperformed mBERT for one dataset of the Japanese language.",natural tasks|NLP|downstream task|pre-training,SRW,SRW,
srw.105,A Geometry-Inspired Attack for Generating Natural Language Adversarial Examples,Zhao Meng|Roger Wattenhofer,"Generating adversarial examples for natural language is hard, as natural language consists of discrete symbols and examples are often of variable lengths. In this paper, we propose a geometry-inspired attack for generating natural language adversarial examples. Our attack generates adversarial examples by iteratively approximating the decision boundary of deep neural networks. Experiments on two datasets with two different models show that our attack fools the models with high success rates, while only replacing a few words. Human evaluation shows that adversarial examples generated by our attack are hard for humans to recognize. Further experiments show that adversarial training can improve model robustness against our attack.",Generating Examples|Human evaluation|Geometry-Inspired Attack|decision networks,SRW,SRW,
srw.84,Pointwise Paraphrase Appraisal is Potentially Problematic,Hannah Chen|Yangfeng Ji|David Evans,"The prevailing approach for training and evaluating paraphrase identification models is constructed as a binary classification problem: the model is given a pair of sentences, and is judged by how accurately it classifies pairs as either paraphrases or non-paraphrases. This pointwise-based evaluation method does not match well the objective of most real world applications, so the goal of our work is to understand how models which perform well under pointwise evaluation may fail in practice and find better methods for evaluating paraphrase identification models. As a first step towards that goal, we show that although the standard way of fine-tuning BERT for paraphrase identification by pairing two sentences as one sequence results in a model with state-of-the-art performance, that model may perform poorly on simple tasks like identifying pairs with two identical sentences. Moreover, we show that these models may even predict a pair of randomly-selected sentences with higher paraphrase score than a pair of identical ones.",Pointwise Appraisal|binary problem|paraphrase identification|paraphrase models,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.20.pdf
srw.90,To compress or not to compress? A Finite-State approach to Nen verbal morphology,Saliha Muradoglu|Nicholas Evans|Hanna Suominen,"This paper describes the development of a verbal morphological parser for an under-resourced Papuan language, Nen. Nen verbal morphology is particularly complex, with a transitive verb taking up to 1,740 unique features. The structural properties exhibited by Nen verbs raises interesting choices for analysis. Here we compare two possible methods of analysis: ‘Chunking’ and decomposition. ‘Chunking’ refers to the concept of collating morphological segments into one, whereas the decomposition model follows a more classical linguistic approach. Both models are built using the Finite-State Transducer toolkit foma. The resultant architecture shows differences in size and structural clarity. While the ‘Chunking’ model is under half the size of the full de-composed counterpart, the decomposition displays higher structural order. In this paper, we describe the challenges encountered when modelling a language exhibiting distributed exponence and present the first morphological analyser for Nen, with an overall accuracy of 80.3%.",Finite-State approach|verbal parser|Chunking|decomposition model,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.28.pdf
srw.53,Feature Difference Makes Sense: A medical image captioning model exploiting feature difference and tag information,Hyeryun Park|Kyungmo Kim|Jooyoung Yoon|Seongkeun Park|Jinwook Choi,"Medical image captioning can reduce the workload of physicians and save time and expense by automatically generating reports. However, current datasets are small and limited, creating additional challenges for researchers. In this study, we propose a feature difference and tag information combined long short-term memory (LSTM) model for chest x-ray report generation. A feature vector extracted from the image conveys visual information, but its ability to describe the image is limited. Other image captioning studies exhibited improved performance by exploiting feature differences, so the proposed model also utilizes them. First, we propose a difference and tag (DiTag) model containing the difference between the patient and normal images. Then, we propose a multi-difference and tag (mDiTag) model that also contains information about low-level differences, such as contrast, texture, and localized area. Evaluation of the proposed models demonstrates that the mDiTag model provides more information to generate captions and outperforms all other models.",chest generation|image studies|medical model|difference model,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.14.pdf
srw.52,Reflection-based Word Attribute Transfer,Yoichi Ishibashi|Katsuhito Sudoh|Koichiro Yoshino|Satoshi Nakamura,"Word embeddings, which often represent such analogic relations as king - man + woman ~ queen, can be used to change a word's attribute, including its gender. For transferring king into queen in this analogy-based manner, we subtract a difference vector man - woman based on the knowledge that king is male. However, developing such knowledge is very costly for words and attributes. In this work, we propose a novel method for word attribute transfer based on reflection mappings without such an analogy operation. Experimental results show that our proposed method can transfer the word attributes of the given words without changing the words that do not have the target attributes.",Reflection-based Transfer|word transfer|Word embeddings|analogy-based manner,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.8.pdf
srw.46,Dominance as an Indicator of Rapport and Learning in Human-Agent Communication,Amanda Buddemeyer|Xiaoyi Tian|Erin Walker,"Power dynamics in human-human communication can impact rapport-building and learning gains, but little is known about how power impacts human-agent communication. In this paper, we examine dominance behavior in utterances between middle-school students and a teachable robot as they work through math problems, as coded by Rogers and Farace's Relational Communication Control Coding Scheme (RCCCS). We hypothesize that relatively dominant students will show increased learning gains, as will students with greater dominance agreement with the robot. We also hypothesize that gender could be an indicator of differences in dominance behavior. We present a preliminary analysis of dominance characteristics in some of the transactions between robot and student. Ultimately, we hope to determine if manipulating the dominance behavior of a learning robot could support learning.",rapport-building gains|learning|Relational Scheme|RCCCS,SRW,SRW,
srw.85,#NotAWhore! A Computational Linguistic Perspective of Rape Culture and Victimization on Social Media,Ashima Suvarna|Grusha Bhalla,"The recent surge in online forums and movements supporting sexual assault survivors has led to the emergence of a `virtual bubble' where survivors can recount their stories. However, this also makes the survivors vulnerable to bullying, trolling and victim blaming. Specifically, victim blaming has been shown to have acute psychological effects on the survivors and further discourage formal reporting of such crimes. Therefore, it is important to devise computationally relevant methods to identify and prevent victim blaming to protect the victims. In our work, we discuss the drastic effects of victim blaming through a short case study and then propose a single step transfer-learning based classification method to identify victim blaming language on Twitter. Finally, we compare the performance of our proposed model against various deep learning and machine learning models on a manually annotated domain-specific dataset.",sexual survivors|victim blaming|computationally methods|transfer-learning method,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.43.pdf
srw.104,Crossing the Line: Where do Demographic Variables Fit into Humor Detection?,J. A. Meaney,"Recent humor classification shared tasks have struggled with two issues: either the data comprises a highly constrained genre of humor which does not broadly represent humor, or the data is so indiscriminate that the inter-annotator agreement on its humor content is drastically low. These tasks typically average over all annotators' judgments, in spite of the fact that humor is a highly subjective phenomenon. We argue that demographic factors influence whether a text is perceived as humorous or not. We propose the addition of demographic information about the humor annotators in order to bin ratings more sensibly. We also suggest the addition of an 'offensive' label to distinguish between different generations, in terms of humor. This would allow for more nuanced shared tasks and could lead to better performance on downstream tasks, such as content moderation.",Humor Detection|humor tasks|Demographic Variables|humor,SRW,SRW,https://www.aclweb.org/anthology/2020.acl-srw.24.pdf
