workshop,UID,title,authors,presentation_id
WS-15,WS-15.14,Efficient Inference For Neural Machine Translation,Yi-Te Hsu|Sarthak Garg|Yi-Hsiu Liao|Ilya Chatsviorkin,38939429
WS-15,WS-15.1418,TopicBERT for Energy Efficient Document Classification,Yatin Chaudhary,38940122
WS-15,WS-15.1537,Constrained Decoding for Computationally Efficient Named Entity Recognition Taggers,Brian Lester,38940105
WS-15,WS-15.17,Sparse Optimization for Unsupervised Extractive Summarization of Long Documents with the Frank-Wolfe Algorithm,Alicia Tsai|Laurent El Ghaoui,38939430
WS-4,WS-4.1761,ConveRT: Efficient and Accurate Conversational Representations from Transformers,Ivan Vuliƒá,38940128
WS-15,WS-15.1887,Semi-supervised Formality Style Transfer using LanguageModel Discriminator and Mutual Information Maximization,Kunal Chawla,38940140
WS-15,WS-15.2,Rank and run-time aware compression of NLP Applications,Urmish Thakker|Jesse Beu|Dibakar Gope|Ganesh Dasika|Matthew Mattina,38939420
WS-15,WS-15.2015,Blockwise Self-Attention for Long Document Understanding,Jiezhong Qiu,38940119
WS-15,WS-15.2017,Unsupervised Few-Bits Semantic Hashing with Implicit Topics Modeling,Fanghua Ye,38940106
WS-15,WS-15.2182,DiPair: Fast and Accurate Distillation for Trillion-ScaleText Matching and Pair Modeling,Jiecao Chen,38940104
WS-15,WS-15.22,Don’t Read Too Much Into It: Adaptive Computation for Open-Domain Question Answering,Yuxiang Wu|Pasquale Minervini|Pontus Stenetorp|Sebastian Riedel,38939431
WS-17,WS-17.2217,A little goes a long way: Improving toxic language classification despite data scarcity,Tommi Gr√∂ndahl,38940137
WS-15,WS-15.2230,General Purpose Text Embeddings from Pre-trained Language Models for Scalable Inference,Myle Ott,38940109
WS-15,WS-15.2288,Domain Adversarial Fine-Tuning as an Effective Regularizer,Giorgos Vernikos,38940129
WS-15,WS-15.2453,Improve Transformer Models with Better Relative Position Embeddings,Zhiheng Huang,38940108
WS-16,WS-16.2487,Composed Variational Natural Language Generation for Few-shot Intents,Congying Xia,38940130
WS-15,WS-15.2516,Identifying Spurious Correlations for Robust Text Classification,Zhao Wang,38940117
WS-3,WS-3.2575,What do we expect from Multiple-choice QA Systems?,Krunal Shah,38940132
WS-15,WS-15.27,Doped Structured Matrices for Extreme Compression of LSTM Models,Urmish Thakker,38940744
WS-13,WS-13.2797,Adversarial Augmentation Policy Search for Domain and Cross-Lingual Generalization in Reading Comprehension,Adyasha Maharana,38940111
WS-15,WS-15.28,A Two-stage Model for Slot Filling in Low-resource Settings: Domain-agnostic Non-slot Reduction and Pretrained Contextual Embeddings,Cennet Oguz|Ngoc Thang Vu,38939432
WS-13,WS-13.2800,Denoising Multi-Source Weak Supervision for Neural Text Classification,Chao Zhang,38940139
WS-15,WS-15.29,Early Exiting BERT for Efficient Document Ranking,Ji Xin|Rodrigo Nogueira|Yaoliang Yu|Jimmy Lin,38939433
WS-25,WS-25.2976,NLP Service APIs and Models for Efficient Registration of New Clients,Sahil Shah,38940136
WS-15,WS-15.3,Incremental Neural Coreference Resolution in Constant Memory,Patrick Xia|João Sedoc|Benjamin Van Durme,38939421
WS-15,WS-15.30,Keyphrase Generation with GANs in Low-Resources Scenarios,Giuseppe Lancioni|Saida S.Mohamed|Beatrice Portelli|Giuseppe Serra|Carlo Tasso,38939434
WS-15,WS-15.3078,SupMMD: A Sentence Importance Model for Extractive Summarization using Maximum Mean Discrepancy,Umanga Bista,38940131
WS-15,WS-15.32,Quasi-Multitask Learning: an Efficient Surrogate for Obtaining Model Ensembles,Norbert Kis-Szabó|Gábor Berend,38939435
WS-15,WS-15.34,A Little Bit Is Worse Than None: Ranking with Limited Training Data,Xinyu Zhang|Andrew Yates|Jimmy Lin,38939436
WS-15,WS-15.3444,Multi-hop Question Generation with Graph Convolutional Network,Dan Su,38940120
WS-15,WS-15.3459,Guiding Attention for Self-Supervised Learning with Transformers,Ameet Deshpande,38940124
WS-6,WS-6.3476,Compressing Transformer-Based Semantic Parsing Models using Compositional Code Embeddings,Prafull Prakash,38940116
WS-15,WS-15.3526,Probabilstic Case-based Reasoning for Open-World Knowledge Graph Completion,Rajarshi Das,38940133
WS-25,WS-25.3561,On the Sub-Layer Functionalities of Transformer Decoder,Yilin Yang,38940141
WS-15,WS-15.3562,Extremely Low Bit Transformer Quantization for On-Device Neural Machine Translation,Insoo Chung,38940118
WS-15,WS-15.36,Predictive Model Selection for Transfer Learning in Sequence Labeling Tasks,Parul Awasthy|Bishwaranjan Bhattacharjee|John Kender|Radu Florian,38939437
WS-15,WS-15.361,Understanding tables with intermediate pre-training,Julian Martin Eisenschlos,38940134
WS-15,WS-15.37,Load What You Need: Smaller Versions of Mutlilingual BERT,Amine Abdaoui|Camille Pradel|Grégoire Sigel,38939438
WS-15,WS-15.38,SqueezeBERT: What can computer vision teach NLP about efficient neural networks?,Forrest Iandola|Albert Shaw|Ravi Krishna|Kurt Keutzer,38939439
WS-15,WS-15.381,Enhance Robustness of Sequence Labelling with Masked Adversarial Training,Luoxin Chen,38940127
WS-15,WS-15.39,Analysis of Resource-efficient Predictive Models for Natural Language Processing,Raj Pranesh|Ambesh Shekhar,38939440
WS-15,WS-15.42,Towards Accurate and Reliable Energy Measurement of NLP Models,Qingqing Cao|Aruna Balasubramanian|Niranjan Balasubramanian,38939441
WS-15,WS-15.43,FastFormers: Highly Efficient Transformer Models for Natural Language Understanding,Young Jin Kim|Hany Hassan,38939442
WS-15,WS-15.45,A comparison between CNNs and WFAs for Sequence Classification,Ariadna Quattoni|Xavier Carreras,38939443
WS-15,WS-15.46,Counterfactual Augmentation for Training Next Response Selection,Seungtaek Choi|Myeongho Jeong|Jinyoung Yeo|Seung-won Hwang,38939444
WS-15,WS-15.47,Do We Need to Create Big Datasets to Learn a Task?,Swaroop Mishra|Bhavdeep Singh Sachdeva,38939445
WS-15,WS-15.49,Guiding Attention for Self-Supervised Learning with Transformers,Ameet Deshpande|Karthik Narasimhan,38939446
WS-21,WS-21.490,A Fully Hyperbolic Neural Model for Hierarchical Multi-Class Classification,Federico L√≥pez,38940126
WS-15,WS-15.5,Learning Informative Representations of Biomedical Relations with Latent Variable Models,Harshil Shah|Julien Fauqueur,38939422
WS-1,WS-1.510,Dynamic Data Selection for Curriculum Learning via Ability Estimation,John P. Lalor,38940123
WS-15,WS-15.512,Fixed Encoder Self-Attention Patterns in Transformer-Based Machine Translation,Alessandro Raganato,38940110
WS-15,WS-15.547,PBoS: Probabilistic Bag-of-Subwords for Generalizing Word Embedding,Zhao Jinman,38940115
WS-15,WS-15.6,End to End Binarized Neural Networks for Text Classification,Kumar Shridhar|Harshil Jain|Akshat Agarwal|Denis Kleyko,38939423
WS-15,WS-15.651,Pruning Redundant Mappings in Transformer Models via Spectral-Normalized Identity Prior,Zi Lin,38940112
WS-15,WS-15.724,Improving QA Generalization by Concurrent Modeling of Multiple Biases,Mingzhu Wu,38940113
WS-15,WS-15.8,Large Product Key Memory for Pre-trained Language Models,Gyuwan Kim|Tae Hwan Jung,38939424
WS-13,WS-13.884,Generative Data Augmentation for Commonsense Reasoning,Yiben Yang,38940138
WS-15,WS-15.9,P-SIF: Document Embeddings using Partition Averaging,Vivek Gupta|Ankit Saw|Pegah Nokhiz|Praneeth Netrapalli|Piyush Rai|Partha Talukdar,38939425
WS-15,WS-15.929,ESTeR: Combining Word Co-occurrences and Word Associations for Unsupervised Emotion Detection,Polina Rozenshtein,38940135
WS-16,WS-16.10,Exploring Span Representations in Neural Coreference Resolution,Patrick Kahardipraja|Olena Vyshnevska|Sharid Loáiciga,38939689
WS-16,WS-16.11,Supporting Comedy Writers: Predicting Audience's Response from Sketch Comedy and Crosstalk Scripts,Maolin Li,38939690
WS-16,WS-16.13,Exploring Coreference Features in Heterogeneous Data with Text Classification,Ekaterina Lapshinova-Koltunski|Kerstin Kunz,38939691
WS-16,WS-16.14,Contextualized Embeddings for Connective Disambiguation in Shallow Discourse Parsing,René Knaebel|Manfred Stede,38939692
WS-16,WS-16.15,DSNDM: Deep Siamese Neural Discourse Model with Attention for Text Pairs Categorization and Ranking,Alexander Chernyavskiy|Dmitry Ilvovsky,38939693
WS-16,WS-16.17,Do sentence embeddings capture discourse properties of sentences from Scientific Abstracts ?,Laurine Huber|Chaker Memmadi|Mathilde Dargnat|Yannick Toussaint,38939694
WS-16,WS-16.18,Unsupervised Inference of Data-Driven Discourse Structures using a Tree Auto-Encoder,Patrick Huber|Giuseppe Carenini,38939695
WS-16,WS-16.19,Large Discourse Treebanks from Scalable Distant Supervision,Patrick Huber|Giuseppe Carenini,38939696
WS-16,WS-16.1951,Adapting Coreference Resolution to Twitter Conversations,Berfin AktaÅŸ,38940697
WS-16,WS-16.20,"Discourse for Argument Mining, and Argument Mining as Discourse",Diane Litman,38939697
WS-16,WS-16.208,Converting the Point of View of Messages Spoken to Virtual Assistants,Isabelle G. Lee,38940694
WS-16,WS-16.21,Joint Modeling of Arguments for Event Understanding,Yunmo Chen|Tongfei Chen|Benjamin Van Durme,38939698
WS-16,WS-16.2195,Social Commonsense Reasoning with Multi-Head Knowledge Attention,Debjit Paul,38940698
WS-16,WS-16.22,Analyzing Neural Discourse Coherence Models,Youmna Farag|Josef Valvoda|Helen Yannakoudakis|Ted Briscoe,38939699
WS-16,WS-16.23,Computational Interpretation of Recency for the Choice of Referring Expressions in Discourse,Fahime Same|Kees Van Deemter,38939700
WS-16,WS-16.24,Do We Really Need That Many Parameters In Transformer For Extractive Summarization? Discourse Can Help !,Wen Xiao|Patrick Huber|Giuseppe Carenini,38939701
WS-16,WS-16.2487-WS16,Composed Variational Natural Language Generation for Few-shot Intents,Congying Xia,38940699
WS-16,WS-16.26,Extending Implicit Discourse Relation Recognition to the PDTB-3,Li Liang|Zheng Zhao|Bonnie Webber,38939702
WS-16,WS-16.263,A Hierarchical Network for Abstractive Meeting Summarization with Cross-Domain Pretraining,Chenguang Zhu,38940695
WS-16,WS-16.27,"TED-MDB Lexicons: TrEnConnLex, PtEnConnLex",Murathan Kurfalı|Sibel Ozer|Deniz Zeyrek|Amália Mendes,38939703
WS-16,WS-16.28,Eliminating Mention Overlaps: Evaluation of Coreference Resolution Systems Under Adversarial Attacks,Haixia Chai|Wei Zhao|Steffen Eger|Michael Strube,38939704
WS-16,WS-16.29,Exploring aspects of similarity between spoken personal narratives by disentangling them into narrative clause types,Belen Saldias|Deb Roy,38939705
WS-16,WS-16.31,Coreference for Discourse Parsing: A Neural Approach,Grigorii Guz|Giuseppe Carenini,38939706
WS-16,WS-16.3452,Thinking Like a Skeptic: Defeasible Inference in Natural Language,Rachel Rudinger,38940700
WS-16,WS-16.3598,Paraphrasing vs Coreferring: Two Sides of the Same Coin,Yehudit Meged,38940701
WS-16,WS-16.4,How does discourse affect Spanish-Chinese Translation? A case study based on a Spanish-Chinese parallel corpus,Shuyuan Cao,38939686
WS-16,WS-16.475,Dialogue Generation on Infrequent Sentence Functions via Structured Meta-Learning,Yifan Gao,38940696
WS-16,WS-16.6,Free the Plural: Unrestricted Split-Antecedent Anaphora Resolution,Juntao Yu|Nafise Sadat Moosavi|Silviu Paun|Massimo Poesio,38940702
WS-16,WS-16.7,Multitask Learning-Based Neural Bridging Reference Resolution,Juntao Yu|Massimo Poesio,38940703
WS-16,WS-16.8,Beyond Adjacency Pairs: Extracting Longer Regularities in Human-Machine Dialogues,Maitreyee Maitreyee,38939687
WS-16,WS-16.9,Using Type Information to Improve Entity Coreference Resolution,Sopan Khosla|Carolyn Rose,38939688
WS-17,WS-17.10,A Novel Methodology for Developing Automatic Harassment Classifiers for Twitter,Ishaan Arora|Julia Guo|Sarah Ita Levitan|Susan McGregor|Julia Hirschberg,38939517
WS-17,WS-17.13,Countering hate on social media: Large scale classification of hate and counter speech,Joshua Garland|Keyan Ghazi-Zahedi|Jean-Gabriel Young|Laurent Hébert-Dufresne|Mirta Galesic,38939518
WS-17,WS-17.15,Impact of politically biased data on hate speech classification,Maximilian Wich|Jan Bauer|Georg Groh,38939519
WS-17,WS-17.16,A Unified Taxonomy of Harmful Content,Michele Banko|Brendon MacKeen|Laurie Ray,38939520
WS-17,WS-17.19,In Data We Trust: A Critical Analysis of Hate Speech Detection Datasets,Kosisochukwu Madukwe|Xiaoying Gao|Bing Xue,38939521
WS-17,WS-17.2,Moderating Our (Dis)Content: Renewing the Regulatory Approach,Claire Pershan,38939516
WS-17,WS-17.24,Fine-tuning BERT for multi-domain and multi-label incivil language detection,Kadir Bulut Ozler|Kate Kenski|Steve Rains|Yotam Shmargad|Kevin Coe|Steven Bethard,38939522
WS-17,WS-17.25,Six Attributes of Unhealthy Conversations,Ilan Price|Jordan Gifford-Moore|Jory Flemming|Saul Musker|Maayan Roichman|Guillaume Sylvain|Nithum Thain|Lucas Dixon|Jeffrey Sorensen,38939523
WS-17,WS-17.31,Reducing Unintended Identity Bias in Russian Hate Speech Detection,Nadezhda Zueva|Madina Kabirova|Pavel Kalaidin,38939524
WS-17,WS-17.32,Investigating takedowns of abuse on Twitter,Rosalie Gillett|Nicolas Suzor|Jean Burgess|Bridget Harris|Molly Dragiewicz,38939525
WS-17,WS-17.37,Detecting East Asian Prejudice on Social Media,Bertie Vidgen|Scott Hale|Ella Guest|Helen Margetts|David Broniatowski|Zeerak Waseem|Austin Botelho|Matthew Hall|Rebekah Tromble,38939526
WS-17,WS-17.39,Investigating Sampling Bias in Abusive Language Detection,Dante Razo|Sandra Kübler,38939527
WS-17,WS-17.42,Is your toxicity my toxicity? Understanding the influence of rater identity on perceptions of toxicity,Ian Kivlichan|Olivia Redfield|Rachel Rosen|Raquel Saxe|Nitesh Goyal|Lucy Vasserman,38939528
WS-17,WS-17.43,Free Expression by Design: Improving in-platform mechanisms and third-party tools to tackle online abuse,Viktorya Vilk|Elodie Vialle|Matt Bailey,38939529
WS-17,WS-17.44,HurtBERT: Incorporating Lexical Features with BERT for the Detection of Abusive Language,Anna Koufakou|Endang Wahyu Pamungkas|Valerio Basile|Viviana Patti,38939530
WS-17,WS-17.47,Developing a New Classifier for Automated Identification of Incivility in Social Media,Sam Davidson|Qiusi Sun|Magdalena Wojcieszak,38939531
WS-17,WS-17.48,Abusive Language Detection using Syntactic Dependency Graphs,Kanika Narang|Chris Brew,38939532
WS-17,WS-17.49,Towards a Comprehensive Taxonomy and Large-Scale Annotated Corpus for Online Slur Usage,Jana Kurrek|Haji Mohammad Saleem|Derek Ruths,38939533
WS-17,WS-17.50,Attending the Emotions to Detect Online Abusive Language,Niloofar Safi Samghabadi|Afsheen Hatami|Mahsa Shafaei|Sudipta Kar|Thamar Solorio,38939534
WS-17,WS-17.51,Enhancing the Identification of Cyberbullying through Participant Roles,Gathika Rathnayake|Thushari Atapattu|Mahen Herath|Georgia Zhang|Katrina Falkner,38939535
WS-17,WS-17.52,Using Transfer-based Language Models to Detect Hateful and Offensive Language Online,Vebjørn Isaksen|Björn Gambäck,38939536
WS-17,WS-17.56,On Cross-Dataset Generalization in Automatic Detection of Online Abuse,Isar Nejadgholi|Svetlana Kiritchenko,38939537
WS-17,WS-17.57,Identifying and Measuring Annotator Bias Based on Annotators' Demographic Characteristics,Hala Al Kuwatly|Maximilian Wich|Georg Groh,38939538
WS-17,WS-17.58,Investigating Annotator Bias with a Graph-Based Approach,Maximilian Wich|Hala Al Kuwatly|Georg Groh,38939539
WS-17,WS-17.818,Findings: Hybrid Emoji-Based Masked Language Models for Zero-Shot Abusive Language Detection,Michele Corazza|Stefano Menini|Elena Cabrio|Sara Tonelli|Serena Villata,38941226
WS-17,WS-17.K1,Keynote1,André Brock,38939540
WS-17,WS-17.K2,Keynote2,Alex Hanna & Maliha Ahmed,38939541
WS-17,WS-17.K3,Keynote3,Maria Y. Rodriguez,38939542
WS-18,WS-18.13,Measuring Linguistic Diversity During COVID-19,Jonathan Dunn|Tom Coupe|Benjamin Adams,38940618
WS-18,WS-18.15,How Language Influences Attitudes Toward Brands,David DeFranza|Arul Mishra|Himanshu Mishra,38940628
WS-18,WS-18.17,Using BERT for Qualitative Content Analysis in Psychosocial Online Counseling,Philipp Grandeit|Carolyn Haberkern|Maximiliane Lang|Jens Albrecht|Robert Lehmann,38940609
WS-18,WS-18.19,Swimming with the Tide? Positional Claim Detection across Political Text Types,Nico Blokker|Erenay Dayanik|Gabriella Lapesa|Sebastian Padó,38940616
WS-18,WS-18.20,Does Social Support (Expressed in Post Titles) Elicit Comments in Online Substance Use Recovery Forums?,Anietie|Y|Sharath Chandra Guntuku,38940623
WS-18,WS-18.21,I miss you babe: Analyzing Emotion Dynamics During COVID-19 Pandemic,Hui Xian Lynnette Ng|Roy Ka-Wei Lee|Md Rabiul Awal,38940603
WS-18,WS-18.22,"Assessing population-level symptoms of anxiety, depression, and suicide risk in real time using NLP applied to social media data",Alex Fine|Patrick Crutchley|Jenny Blase|Joshua Carroll|Glen Coppersmith,38940624
WS-18,WS-18.23,Topic preference detection: A novel approach to understand perspective taking in conversation,Michael Yeomans|Alison Wood Brooks,38940626
WS-18,WS-18.26,Viable Threat on News Reading: Generating Biased News Using Natural Language Models,Saurabh Gupta|Hong Huy Nguyen|Junichi Yamagishi|Isao Echizen,38940610
WS-18,WS-18.28,A Lexical Semantic Leadership Network of Nineteenth CenturyAbolitionist Newspapers,Sandeep Soni|Lauren Klein|Jacob Eisenstein,38940625
WS-18,WS-18.29,Unsupervised Anomaly Detection in Parole Hearings using Language Models,Authors: Graham Todd|Catalin Voss|Jenny Hong,38940611
WS-18,WS-18.32,Identifying Worry in Twitter: Beyond Emotion Analysis,Reyha Verma|Christian Von Der Weth|Jithin Vachery|Mohan Kankanhalli,38940602
WS-18,WS-18.33,"Text Zoning and Classification for Job Advertisements in German, French and English",Ann-Sophie Gnehm|Simon Clematide,38940604
WS-18,WS-18.34,Is Wikipedia succeeding in reducing gender bias? Assessing changes in gender bias in Wikipedia using word embeddings,Katja Geertruida Schmahl|Tom Julian Viering|Stavros Makrodimitris|Arman Naseri Jahfari|David Tax|Marco Loog,38940605
WS-18,WS-18.36,Effects of Anonymity on Comment Persuasiveness in Wikipedia Articles for Deletion Discussions,Yimin Xiao|Lu Xiao,38940619
WS-18,WS-18.37,"Uncertainty over Uncertainty: Investigating the Assumptions, Annotations, and Text Measurements of Economic Policy Uncertainty",Katherine Keith|Christoph Teichmann|Brendan O'Connor|Edgar Meij,38940620
WS-18,WS-18.38,Recalibrating classifiers for interpretable abusive content detection,Bertie Vidgen|Scott Hale|Sam Staton|Tom Melham|Helen Margetts|Ohad Kammar|Marcin Szymczak,38940621
WS-18,WS-18.43,Predicting independent living outcomes from written reports of social workers,Angelika Maier|Philipp Cimiano,38940617
WS-18,WS-18.44,Analyzing Political Bias and Unfairness in News Articles at Different Levels of Granularity,Wei-Fan Chen|Khalid Al Khatib|Henning Wachsmuth|Benno Stein,38940612
WS-18,WS-18.45,Mapping Local News Coverage: Precise location extraction in textual news content using fine-tuned BERT based language model,Sarang Gupta|Kumari Nishu,38940613
WS-18,WS-18.47,Foreigner-directed speech is simpler than native-directed: Evidence from social media,Aleksandrs Berdicevskis,38940614
WS-18,WS-18.49,Diachronic Embeddings for People in the News,Felix Hennig|Steven Wilson,38940606
WS-18,WS-18.50,Social media data as a lens onto care-seeking behavior among women veterans of the US armed forces,Kacie Kelly|Alex Fine|Glen Coppersmith,38940615
WS-18,WS-18.51,Understanding Weekly COVID-19 Concerns through Dynamic Content-Specific LDA Topic Modeling,Mohammadzaman Zamani|H.|Rew Schwartz|Johannes Eichstaedt|Sharath Chandra Guntuku|Adithya Virinchipuram Ganesan|Sean Clouston|Salvatore Giorgi,38940607
WS-18,WS-18.52,Emoji and Self-Identity in Twitter Bios,Jinhang Li|Giorgos Longinos|Steven Wilson|Walid Magdy,38940622
WS-18,WS-18.53,Analyzing Gender Bias within Narrative Tropes,Dhruvil Gala|Mohammad Omar Khursheed|Hannah Lerner|Brendan O'Connor|Mohit Iyyer,38940608
WS-18,WS-18.57,An Unfair Affinity Toward Fairness: Characterizing 70 Years of Social Biases in B$^{H}$ollywood,Kunal Khadilkar|Ashiqur KhudaBukhsh,38940627
WS-19,WS-19.12,Evaluation of Machine Translation Methods applied to Medical Terminologies,Konstantinos Skianis|Yann Briand|Florent Desgrippes,38940042
WS-19,WS-19.13,Not a cute stroke: Analysis of Rule- and Neural Network-based Information Extraction Systems for Brain Radiology Reports,Andreas Grivas|Beatrice Alex|Claire Grover|Richard Tobin|William Whiteley,38940043
WS-19,WS-19.14,Biomedical Event Extraction as Multi-turn Question Answering,Xing David Wang|Leon Weber|Ulf Leser,38940044
WS-19,WS-19.15,GGPONC: A Corpus of German Medical Text with Rich Metadata Based on Clinical Practice Guidelines,Florian Borchert|Christina Lohr|Luise Modersohn|Thomas Langer|Markus Follmann|Jan Philipp Sachs|Udo Hahn|Matthieu-P. Schapranow,38940045
WS-19,WS-19.17,Medical Concept Normalization in User-Generated Texts by Learning Target Concept Embeddings,Katikapalli Subramanyam Kalyan|Sivanesan Sangeetha,38940046
WS-19,WS-19.2,The Impact of De-identification on Downstream Named Entity Recognition in Clinical Text,Hanna Berg|Aron Henriksson|Hercules Dalianis,38940038
WS-19,WS-19.24,Defining and Learning Refined Temporal Relations in the Clinical Narrative,Chen Lin|Kristin Wright-Bettner|Timothy Miller|Steven Bethard|Dmitriy Dligach|Martha Palmer|James H. Martin|Guergana Savova,38940047
WS-19,WS-19.26,Simple Hierarchical Multi-Task Neural End-To-End Entity Linking for Biomedical Text,Maciej Wiatrak|Juha Iso-Sipila,38940048
WS-19,WS-19.27,Detection of Mental Health from Reddit via Deep Contextualized Representations,Zhengping Jiang|Sarah Ita Levitan|Jonathan Zomick|Julia Hirschberg,38940049
WS-19,WS-19.28,Information retrieval for animal disease surveillance: a pattern-based approach,Sarah Valentin|Renaud Lancelot|Mathieu Roche,38940050
WS-19,WS-19.32,Identifying Personal Experience Tweets of Medication Effects Using Pre-trained RoBERTa Language Model and Its Updating,Minghao Zhu|Youzhe Song|Ge Jin|Keyuan Jiang,38940051
WS-19,WS-19.35,Detecting Foodborne Illness Complaints in Multiple Languages Using English Annotations Only,Ziyi Liu|Giannis Karamanolakis|Daniel Hsu|Luis Gravano,38940052
WS-19,WS-19.4,Normalization of Long-tail Adverse Drug Reactions in Social Media,Emmanouil Manousogiannis|Sepideh Mesbah|Alessandro Bozzon|Robert-Jan Sips|Zoltan Szlanik|Selene Baez,38940039
WS-19,WS-19.44,Context-Aware Automatic Text Simplification of Health Materials in Low-Resource Domains,Tarek Sakakini|Jong Yoon Lee|Aditya Duri|Renato F.L. Azevedo|Victor Sadauskas|Kuangxiao Gu|Suma Bhat|Dan Morrow|James Graumlich|Saqib Walayat|Mark Hasegawa-Johnson|Thomas Huang|Ann Willemsen-Dunlap|Donald Halpin,38940053
WS-19,WS-19.5,Multitask Learning of Negation and Speculation using Transformers,Aditya Khandelwal|Benita Kathleen Britto,38940040
WS-19,WS-19.8,An efficient representation of chronological events in medical texts,Andrey Kormilitzin|Nemanja Vaci|Qiang Liu|Hao Ni|Goran Nenadic|Alejo Nevado-Holgado,38940041
WS-2,WS-2.1,The DiDi Machine Translation System for WMT20,Tanfang Chen|Weiwei Wang|Wenyang Wei|Xing Shi|Xiangang Li|Jieping Ye|Kevin Knight,38939543
WS-2,WS-2.100,Score Combination for Improved Parallel Corpus Filtering for Low Resource Conditions,Muhammad ElNokrashy|Amr Hendy|Mohamed Abdelghaffar|Mohamed Afify|Ahmed Tawfik|Hany Hassan Awadalla,38939612
WS-2,WS-2.101,Data Selection for Unsupervised Translation of German--Upper Sorbian,Lukas Edman|Antonio Toral|Gertjan Van Noord,38939613
WS-2,WS-2.102,Mitigating Gender Bias in Machine Translation with Target Gender Annotations,Artūrs Stafanovičs|Mārcis Pinnis|Toms Bergmanis,38939614
WS-2,WS-2.103,Infosys Machine Translation System for WMT20 Similar Language Translation Task,Kamalkumar Rathinasamy|Amanpreet Singh|Balaguru Sivasambagupta|Prajna Prasad Neerchal|Vani Sivasankaran,38939615
WS-2,WS-2.104,The ADAPT System Description for the WMT20 News Translation Task,Venkatesh Parthasarathy|Akshai Ramesh|Rejwanul Haque|Andy Way,38939616
WS-2,WS-2.105,The ADAPT’s Submissions to the WMT20 Biomedical Translation Task,Prashant Nayak|Rejwanul Haque|Andy Way,38939617
WS-2,WS-2.107,LIMSI @ WMT 2020,Sadaf Abdul Rauf|José Carlos Rosales Núñez|Minh Quang Pham|François Yvon,38939618
WS-2,WS-2.109,Russian-English Bidirectional Machine Translation System,Ariel Xv,38939619
WS-2,WS-2.113,Transfer Learning for Related Languages: IIT Delhi's Submissions to the WMT20 Similar Language Translation Task,Lovish Madaan|Soumya Sharma|Parag Singla,38939620
WS-2,WS-2.114,Adobe AMPS’s Submission for Very Low Resource Supervised Translation Task at WMT20,Keshaw Singh,38939621
WS-2,WS-2.115,Alibaba's Submission for the WMT 2020 APE Shared Task: Improving Automatic Post-Editing with Pre-trained Conditional Cross-Lingual BERT,Jiayi Wang|Ke Wang|Kai Fan|Yuqi Zhang|Jun Lu|Xin Ge|Yangbin Shi|Yu Zhao,38939622
WS-2,WS-2.116,NMT based Similar Language Translation for Hindi - Marathi,Vandan Mujadia|Dipti Sharma,38939623
WS-2,WS-2.117,Facebook AI's WMT20 News Translation Task Submission,Peng-Jen Chen|Ann Lee|Changhan Wang|Naman Goyal|Angela Fan|Mary Williamson|Jiatao Gu,38939624
WS-2,WS-2.118,NLPRL System for Very Low Resource Supervised Machine Translation,Rupjyoti Baruah|Rajesh Kumar Mundotiya|Amit Kumar|Anil Kumar Singh,38939625
WS-2,WS-2.119,How Should Markup Tags Be Translated?,Greg Hanneman|Georgiana Dinu,38939626
WS-2,WS-2.12,Complete Multilingual Neural Machine Translation,Markus Freitag|Orhan Firat,38939550
WS-2,WS-2.121,The University of Edinburgh-Uppsala University's Submission to the WMT 2020 Chat Translation Task,Nikita Moghe|Christian Hardmeier|Rachel Bawden,38939627
WS-2,WS-2.122,RTM Ensemble Learning Results at Quality Estimation Task,Ergun Biçici,38939628
WS-2,WS-2.123,JUST System for WMT20 Chat Translation Task,Roweida Mohammed|Mahmoud Al-Ayyoub|Malak Abdullah,38939629
WS-2,WS-2.124,BERGAMOT-LATTE Submissions for the WMT20 Quality Estimation Shared Task,Marina Fomicheva|Shuo Sun|Lisa Yankovskaya|Frédéric Blain|Vishrav Chaudhary|Mark Fishel|Francisco Guzmán|Lucia Specia,38939630
WS-2,WS-2.125,Dual Conditional Cross Entropy Scores and LASER Similarity Scores for the WMT20 Parallel Corpus Filtering Shared Task,Felicia Koerner|Philipp Koehn,38939631
WS-2,WS-2.128,UoS Participation in the WMT20 Translation of Biomedical Abstracts,Felipe Soares|Delton Vaz,38939632
WS-2,WS-2.133,Tilde at WMT 2020: News Task Systems,Rihards Krišlauks|Mārcis Pinnis,38939633
WS-2,WS-2.135,NRC Systems for Low Resource German-Upper Sorbian Machine Translation 2020: Transfer Learning with Lexical Modifications,Rebecca Knowles|Samuel Larkin|Darlene Stewart|Patrick Littell,38939634
WS-2,WS-2.136,Linguistically Motivated Subwords Improve English-Tamil Translation: University of Groningen's Submission to WMT-2020,Prajit Dhar|Arianna Bisazza|Gertjan Van Noord,38939635
WS-2,WS-2.137,The Tatoeba Translation Challenge -- Realistic Data Sets for Low Resource and Multilingual MT,Jörg Tiedemann,38939636
WS-2,WS-2.138,Priming Neural Machine Translation,Minh Quang Pham|Jitao Xu|Josep Crego|François Yvon|Jean Senellart,38939637
WS-2,WS-2.139,NUIG-Panlingua-KMI Hindi↔Marathi MT Systems for Similar Language Translation Task @ WMT 2020,Atul Kr. Ojha|Priya Rani|Akanksha Bansal|Bharathi Raja Chakravarthi|Ritesh Kumar|John P. McCrae,38939638
